DATE,1. open,2. high,3. low,4. close,close,returns,volatility
2006-12-05,1.33390,1.33600,1.32870,1.33170,1.3317,-0.0016492990479046732,0.004194764872148206
2006-12-06,1.33170,1.33400,1.32550,1.32840,1.3284,-0.002478035593602268,0.004568567708877067
2006-12-07,1.32840,1.33230,1.32750,1.32870,1.3287,0.00022583559168931622,0.004320260382774871
2006-12-08,1.32830,1.33630,1.31930,1.32010,1.3201,-0.006472491909385036,0.004935961081513554
2006-12-11,1.31780,1.32620,1.31300,1.32370,1.3237,0.0027270661313536504,0.004297696888905301
2006-12-12,1.32360,1.32910,1.32140,1.32840,1.3284,0.003550653471330323,0.003382473191771901
2006-12-13,1.32840,1.32880,1.31920,1.32120,1.3212,-0.005420054200542035,0.0038142017695967888
2006-12-14,1.32120,1.32510,1.31400,1.31440,1.3144,-0.0051468362095064,0.00407842655940827
2006-12-15,1.31440,1.31840,1.30600,1.30810,1.3081,-0.004793061472915361,0.004228094518448936
2006-12-18,1.30820,1.31170,1.30520,1.30960,1.3096,0.0011467013225288092,0.004328906314535139
2006-12-19,1.30960,1.32150,1.30820,1.31980,1.3198,0.00778863775198535,0.005177822869124316
2006-12-20,1.31970,1.32440,1.31600,1.31720,1.3172,-0.0019699954538567876,0.005065474434391929
2006-12-21,1.31730,1.32140,1.31410,1.31760,1.3176,0.0003036744609778985,0.004751129056999396
2006-12-22,1.31750,1.32120,1.31090,1.31270,1.3127,-0.0037188828172435295,0.004535262386494379
2006-12-25,1.31180,1.31640,1.30990,1.31190,1.3119,-0.0006094309438561263,0.004135933201820035
2006-12-26,1.31200,1.31410,1.30900,1.30960,1.3096,-0.0017531824071956859,0.0037198697990211385
2006-12-27,1.30960,1.31770,1.30960,1.31140,1.3114,0.0013744654856442384,0.0037308205061530285
2006-12-28,1.31150,1.32000,1.31050,1.31470,1.3147,0.0025163946926949343,0.0021348099965565826
2006-12-29,1.31480,1.32040,1.31370,1.31970,1.3197,0.003803149007378215,0.002566715248469633
2007-01-01,1.31970,1.32000,1.31740,1.31990,1.3199,0.0001515495946047274,0.0025670635543422853
2007-01-02,1.31990,1.32960,1.31990,1.32740,1.3274,0.005682248655201061,0.00260232324233291
2007-01-03,1.32730,1.32900,1.31460,1.31690,1.3169,-0.007910200391743172,0.004444243074248175
2007-01-04,1.31700,1.31790,1.30760,1.30830,1.3083,-0.006530488267901813,0.0051655227873965
2007-01-05,1.30830,1.31050,1.29810,1.30030,1.3003,-0.006114805472750895,0.005562243687060801
2007-01-08,1.30120,1.30350,1.29710,1.30230,1.3023,0.0015381065907866809,0.005464730010873842
2007-01-09,1.30200,1.30520,1.29860,1.29990,1.2999,-0.0018428933425477245,0.004973695535898509
2007-01-10,1.29990,1.30050,1.29310,1.29370,1.2937,-0.004769597661358538,0.0049424090184585065
2007-01-11,1.29360,1.30150,1.28820,1.28920,1.2892,-0.0034783953003015844,0.0032191628999090967
2007-01-12,1.28920,1.29420,1.28670,1.29240,1.2924,0.002482159478746526,0.0035769816320479486
2007-01-15,1.29330,1.29400,1.29270,1.29360,1.2936,0.0009285051067782213,0.0033397055279645
2007-01-16,1.29360,1.29880,1.29080,1.29180,1.2918,-0.0013914656771799594,0.0026917001405945113
2007-01-17,1.29170,1.29500,1.28980,1.29380,1.2938,0.001548227279764669,0.0026932511871397757
2007-01-18,1.29380,1.29760,1.28960,1.29630,1.2963,0.0019322924717883883,0.0028536371558129238
2007-01-19,1.29630,1.30010,1.29140,1.29610,1.2961,-0.00015428527347061127,0.0021101041827067267
2007-01-22,1.29590,1.29770,1.29230,1.29490,1.2949,-0.0009258544865365925,0.0014821608101257776
2007-01-23,1.29490,1.30440,1.29290,1.30260,1.3026,0.005946405127809085,0.0024593550452131976
2007-01-24,1.30250,1.30360,1.29480,1.29700,1.297,-0.004299094119453395,0.003208892852272319
2007-01-25,1.29690,1.30010,1.29150,1.29310,1.2931,-0.003006939090208216,0.003409317171988323
2007-01-26,1.29310,1.29440,1.28780,1.29150,1.2915,-0.001237336632897601,0.0033811852865806334
2007-01-29,1.29160,1.29660,1.28970,1.29570,1.2957,0.003252032520325132,0.0035554076772079508
2007-01-30,1.29560,1.29800,1.29440,1.29690,1.2969,0.000926140310256951,0.003574071703773458
2007-01-31,1.29680,1.30360,1.29240,1.30330,1.3033,0.004934844629501001,0.003960959656281563
2007-02-01,1.30320,1.30500,1.30000,1.30210,1.3021,-0.0009207396608608143,0.0033083528111051497
2007-02-02,1.30220,1.30640,1.29510,1.29610,1.2961,-0.004607941018354933,0.0033758330437017223
2007-02-05,1.29600,1.29660,1.29130,1.29280,1.2928,-0.0025460998379754907,0.0033134822626504816
2007-02-06,1.29280,1.29900,1.29120,1.29830,1.2983,0.004254331683168466,0.0036158764613651124
2007-02-07,1.29830,1.30240,1.29660,1.30120,1.3012,0.0022336902102748635,0.003517877795322412
2007-02-08,1.30100,1.30410,1.29750,1.30400,1.304,0.0021518598217031837,0.0035663722260526414
2007-02-09,1.30410,1.30440,1.29820,1.30050,1.3005,-0.0026840490797546135,0.00323639244888942
2007-02-12,1.29910,1.30360,1.29400,1.29660,1.2966,-0.0029988465974625234,0.00339400670025199
2007-02-13,1.29660,1.30430,1.29540,1.30370,1.3037,0.00547585994138533,0.0035457377596080485
2007-02-14,1.30380,1.31490,1.30240,1.31290,1.3129,0.007056838229653861,0.003860584140531538
2007-02-15,1.31290,1.31710,1.31180,1.31400,1.314,0.0008378398964126177,0.0037744738549714764
2007-02-16,1.31400,1.31460,1.30940,1.31370,1.3137,-0.00022831050228311334,0.003833392338051431
2007-02-19,1.31460,1.31630,1.31220,1.31550,1.3155,0.0013701758392326013,0.003818278824644327
2007-02-20,1.31550,1.31890,1.31290,1.31370,1.3137,-0.001368301026225649,0.003618864341638682
2007-02-21,1.31320,1.31650,1.31110,1.31390,1.3139,0.00015224175991468414,0.003137270754515233
2007-02-22,1.31400,1.31440,1.30810,1.31250,1.3125,-0.0010655301012254537,0.002856067875339201
2007-02-23,1.31240,1.31880,1.31030,1.31650,1.3165,0.0030476190476189657,0.0015205939691241201
2007-02-26,1.31680,1.31980,1.31500,1.31880,1.3188,0.0017470565894417422,0.0016016706977360243
2007-02-27,1.31870,1.32590,1.31600,1.32390,1.3239,0.003867151956324033,0.001984184983502689
2007-02-28,1.32400,1.32410,1.31800,1.32250,1.3225,-0.001057481682906647,0.0021368477159427967
2007-03-01,1.32260,1.32390,1.31610,1.31860,1.3186,-0.002948960302457504,0.002458581870563509
2007-03-02,1.31840,1.32010,1.31430,1.31910,1.3191,0.0003791900500529355,0.002454192061334044
2007-03-05,1.32000,1.32110,1.30720,1.30880,1.3088,-0.007808354180880883,0.004023363979739133
2007-03-06,1.30910,1.31300,1.30800,1.31270,1.3127,0.0029798288508557924,0.004013763064275104
2007-03-07,1.31270,1.31850,1.31090,1.31760,1.3176,0.003732764531119148,0.004254251740657396
2007-03-08,1.31780,1.31820,1.31170,1.31300,1.313,-0.003491196114147055,0.004006060895415863
2007-03-09,1.31300,1.31590,1.30870,1.31140,1.3114,-0.0012185833968012538,0.00400574631769924
2007-03-12,1.31260,1.31990,1.31090,1.31890,1.3189,0.0057190788470338205,0.004660044856043821
2007-03-13,1.31880,1.32210,1.31560,1.31950,1.3195,0.00045492455834406087,0.00466104648561682
2007-03-14,1.31960,1.32440,1.31760,1.32240,1.3224,0.00219780219780219,0.0031319684003364755
2007-03-15,1.32220,1.32500,1.31930,1.32370,1.3237,0.0009830611010284152,0.0030629935104959905
2007-03-16,1.32370,1.33390,1.32310,1.33150,1.3315,0.005892573846037585,0.0034458719127607013
2007-03-19,1.33160,1.33250,1.32790,1.33020,1.3302,-0.0009763424708973956,0.0029306959878595135
2007-03-20,1.33040,1.33220,1.32710,1.33170,1.3317,0.001127649977447076,0.0026389498160791147
2007-03-21,1.33170,1.33890,1.32890,1.33800,1.338,0.004730795224149542,0.002438081985272811
2007-03-22,1.33820,1.34100,1.33100,1.33300,1.333,-0.0037369207772796065,0.0032703680109234094
2007-03-23,1.33300,1.33420,1.32800,1.32830,1.3283,-0.0035258814703675867,0.003737293272449585
2007-03-26,1.32830,1.33460,1.32540,1.33300,1.333,0.00353835729880303,0.003897504645569564
2007-03-27,1.33290,1.33630,1.33210,1.33500,1.335,0.0015003750937734317,0.003285408950735299
2007-03-28,1.33590,1.33730,1.33080,1.33130,1.3313,-0.0027715355805243425,0.003473580913297979
2007-03-29,1.33120,1.33520,1.33020,1.33300,1.333,0.0012769473447007407,0.0034812257502049118
2007-03-30,1.33320,1.33990,1.32870,1.33520,1.3352,0.001650412603150686,0.0029606387049681457
2007-04-02,1.33730,1.33810,1.33310,1.33650,1.3365,0.0009736369083284124,0.002555692031518802
2007-04-03,1.33680,1.33800,1.33200,1.33300,1.333,-0.0026187803965582734,0.002338560136233353
2007-04-04,1.33320,1.33800,1.33190,1.33680,1.3368,0.002850712678169609,0.0022003626054541243
2007-04-05,1.33660,1.34410,1.33520,1.34290,1.3429,0.00456313584679835,0.0027011208850739976
2007-04-06,1.34290,1.34320,1.33630,1.33780,1.3378,-0.00379775113560199,0.0029468763490480567
2007-04-09,1.33730,1.33780,1.33400,1.33530,1.3353,-0.0018687397219316892,0.003080987405159547
2007-04-10,1.33540,1.34550,1.33490,1.34390,1.3439,0.006440500262113513,0.0038737276370340266
2007-04-11,1.34390,1.34410,1.34070,1.34300,1.343,-0.0006696926854677931,0.003920486305085258
2007-04-12,1.34300,1.35030,1.34290,1.34810,1.3481,0.0037974683544304,0.003762118939988567
2007-04-13,1.34830,1.35510,1.34810,1.35270,1.3527,0.003412209776722852,0.003798628368462433
2007-04-16,1.35410,1.35760,1.35300,1.35340,1.3534,0.0005174835514156761,0.0035919735163064195
2007-04-17,1.35340,1.35930,1.35220,1.35660,1.3566,0.0023644155460322835,0.0028684585154342907
2007-04-18,1.35660,1.36150,1.35450,1.36060,1.3606,0.00294854784018872,0.002309202181076959
2007-04-19,1.36080,1.36190,1.35600,1.36110,1.3611,0.0003674849331176677,0.0017330339363379203
2007-04-20,1.36100,1.36370,1.35860,1.35880,1.3588,-0.0016898097127323597,0.0019996401591664097
2007-04-23,1.35940,1.36070,1.35420,1.35760,1.3576,-0.0008831321754489974,0.0019532531539167286
2007-04-24,1.35750,1.36430,1.35470,1.36360,1.3636,0.004419563936358228,0.0021836580960899487
2007-04-25,1.36390,1.36650,1.36210,1.36370,1.3637,7.333528894104546e-05,0.002211350783421472
2007-04-26,1.36360,1.36540,1.35840,1.36020,1.3602,-0.0025665468944781056,0.002502380722329459
2007-04-27,1.35980,1.36780,1.35860,1.36490,1.3649,0.0034553742096750106,0.002594670197793168
2007-04-30,1.36310,1.36790,1.35890,1.36460,1.3646,-0.0002197963220748056,0.002607388078766811
2007-05-01,1.36470,1.36730,1.35910,1.36040,1.3604,-0.0030778250036640475,0.0028331339809430636
2007-05-02,1.36020,1.36130,1.35610,1.35920,1.3592,-0.000882093501911263,0.002833069562362872
2007-05-03,1.35910,1.36200,1.35460,1.35500,1.355,-0.0030900529723366654,0.002334390992462544
2007-05-04,1.35510,1.36090,1.35330,1.35900,1.359,0.002952029520295163,0.0027510438248914775
2007-05-07,1.36000,1.36260,1.35910,1.36010,1.3601,0.0008094186902134481,0.0026190545644357794
2007-05-08,1.36000,1.36210,1.35160,1.35430,1.3543,-0.004264392324093813,0.002542039561524036
2007-05-09,1.35430,1.35660,1.35190,1.35270,1.3527,-0.0011814221368973143,0.002511692018355836
2007-05-10,1.35270,1.35630,1.34650,1.34790,1.3479,-0.0035484586382789063,0.00257436116362899
2007-05-11,1.34810,1.35310,1.34630,1.35220,1.3522,0.003190147637065044,0.0030958010582533744
2007-05-14,1.35260,1.35580,1.35240,1.35450,1.3545,0.001700931814820228,0.0030164969329493437
2007-05-15,1.35420,1.36080,1.35270,1.35900,1.359,0.0033222591362125353,0.0030804495973030983
2007-05-16,1.35910,1.36100,1.35030,1.35150,1.3515,-0.0055187637969095205,0.003675760068759788
2007-05-17,1.35170,1.35430,1.34760,1.34940,1.3494,-0.0015538290788013054,0.003394255006800564
2007-05-18,1.34930,1.35210,1.34650,1.35080,1.3508,0.001037498147324678,0.003424872354557821
2007-05-21,1.35190,1.35300,1.34370,1.34680,1.3468,-0.0029612081729345485,0.0033350745992419676
2007-05-22,1.34670,1.34750,1.34380,1.34470,1.3447,-0.0015592515592515177,0.0030195391477870147
2007-05-23,1.34480,1.35010,1.34160,1.34600,1.346,0.0009667583847698946,0.002930007434852411
2007-05-24,1.34580,1.34620,1.34150,1.34280,1.3428,-0.0023774145616642928,0.002283219206422838
2007-05-25,1.34280,1.34720,1.34110,1.34420,1.3442,0.001042597557342928,0.0017412322515536704
2007-05-28,1.34490,1.34610,1.34450,1.34510,1.3451,0.0006695432227346032,0.001777285871489964
2007-05-29,1.34510,1.35190,1.34190,1.34480,1.3448,-0.00022303174485160948,0.0016609739604768667
2007-05-30,1.34480,1.34570,1.34080,1.34290,1.3429,-0.0014128494943486114,0.0013785862585153593
2007-05-31,1.34290,1.34740,1.34220,1.34530,1.3453,0.0017871770049890934,0.0014906721590437235
2007-06-01,1.34520,1.34620,1.33920,1.34480,1.3448,-0.0003716643127926744,0.0014406809091034795
2007-06-04,1.34450,1.34980,1.34330,1.34890,1.3489,0.0030487804878047697,0.001486783543462623
2007-06-05,1.34890,1.35510,1.34880,1.35240,1.3524,0.002594706798131785,0.001660870454212972
2007-06-06,1.35210,1.35370,1.34850,1.35030,1.3503,-0.0015527950310558758,0.001900738716691034
2007-06-07,1.35050,1.35120,1.34220,1.34330,1.3433,-0.005184033177812464,0.0029003240689754496
2007-06-08,1.34330,1.34350,1.33210,1.33720,1.3372,-0.004541055609320277,0.0033347550817835357
2007-06-11,1.33660,1.33660,1.33330,1.33580,1.3358,-0.001046963804965495,0.0031639095247910187
2007-06-12,1.33580,1.33680,1.33010,1.33020,1.3302,-0.0041922443479562865,0.0033594249516768265
2007-06-13,1.33010,1.33150,1.32640,1.33100,1.331,0.0006014133213050332,0.0028960332010551405
2007-06-14,1.33120,1.33230,1.32790,1.33120,1.3312,0.00015026296018039176,0.0023613194303825813
2007-06-15,1.33120,1.33890,1.33060,1.33880,1.3388,0.005709134615384581,0.003847402381302875
2007-06-18,1.33840,1.34170,1.33770,1.34150,1.3415,0.00201673140125469,0.0035612612936861405
2007-06-19,1.34140,1.34350,1.33830,1.34270,1.3427,0.0008945210585167285,0.0030021337978915386
2007-06-20,1.34270,1.34370,1.33960,1.34030,1.3403,-0.0017874432114396432,0.0030814418666632913
2007-06-21,1.34030,1.34080,1.33720,1.33880,1.3388,-0.0011191524285608656,0.0024604054747751664
2007-06-22,1.33890,1.34700,1.33810,1.34700,1.347,0.0061248879593664984,0.003133484329994737
2007-06-25,1.34680,1.34730,1.34390,1.34620,1.3462,-0.0005939123979212813,0.0032070882609816363
2007-06-26,1.34620,1.34770,1.34320,1.34540,1.3454,-0.0005942653394741537,0.002709452782578557
2007-06-27,1.34520,1.34580,1.34160,1.34530,1.3453,-7.43273375947151e-05,0.0026555813993530625
2007-06-28,1.34520,1.34800,1.34230,1.34500,1.345,-0.00022299858767560465,0.0026549923858529326
2007-06-29,1.34480,1.35420,1.34310,1.35410,1.3541,0.006765799256505556,0.0034202655025855912
2007-07-02,1.35410,1.36380,1.35280,1.36240,1.3624,0.006129532530832371,0.0035985840896439404
2007-07-03,1.36240,1.36340,1.35840,1.36080,1.3608,-0.0011743981209630938,0.003428344257867874
2007-07-04,1.36090,1.36300,1.36050,1.36120,1.3612,0.00029394473838917357,0.0033552413662748296
2007-07-05,1.36120,1.36580,1.35790,1.35980,1.3598,-0.0010285042609462502,0.003405966499146253
2007-07-06,1.35970,1.36410,1.35680,1.36270,1.3627,0.0021326665686132174,0.003334425672086822
2007-07-09,1.36300,1.36380,1.36100,1.36260,1.3626,-7.33837234900836e-05,0.0033194266051316612
2007-07-10,1.36260,1.37470,1.35940,1.37460,1.3746,0.008806693086745865,0.003866334183924703
2007-07-11,1.37470,1.37820,1.37310,1.37440,1.3744,-0.00014549687181719673,0.003501529560039688
2007-07-12,1.37440,1.37970,1.37400,1.37880,1.3788,0.003201396973224746,0.0033833468329613056
2007-07-13,1.37870,1.38110,1.37630,1.37820,1.3782,-0.0004351610095735259,0.0034509989436407457
2007-07-16,1.37810,1.38030,1.37590,1.37710,1.3771,-0.000798142504716326,0.003420721699539569
2007-07-17,1.37710,1.37970,1.37580,1.37810,1.3781,0.0007261636772928348,0.0034400451898986503
2007-07-18,1.37810,1.38320,1.37530,1.38020,1.3802,0.0015238371671142392,0.003361724652244725
2007-07-19,1.38030,1.38290,1.37860,1.38030,1.3803,7.245326764238058e-05,0.0013842362015768568
2007-07-20,1.38020,1.38420,1.37800,1.38270,1.3827,0.0017387524451206726,0.0014000020058501162
2007-07-23,1.38300,1.38440,1.37950,1.38070,1.3807,-0.001446445360526516,0.0011919082384175984
2007-07-24,1.38090,1.38510,1.37980,1.38230,1.3823,0.001158832476280125,0.0012031398342360385
2007-07-25,1.38230,1.38320,1.36960,1.37210,1.3721,-0.007379006004485267,0.0032121054807557454
2007-07-26,1.37200,1.37710,1.36920,1.37460,1.3746,0.0018220246337730117,0.0033079575001388442
2007-07-27,1.37440,1.37530,1.36270,1.36330,1.3633,-0.008220573257675001,0.004288736526332075
2007-07-30,1.36230,1.37050,1.36100,1.36960,1.3696,0.004621139881170633,0.004910516086855711
2007-07-31,1.36950,1.37260,1.36790,1.36830,1.3683,-0.000949182242990565,0.004754069255227765
2007-08-01,1.36820,1.37090,1.36370,1.36660,1.3666,-0.0012424175984798724,0.004754968551390398
2007-08-02,1.36650,1.37050,1.36500,1.37020,1.3702,0.0026342748426753104,0.004920013161197925
2007-08-03,1.37030,1.38190,1.36840,1.37730,1.3773,0.005181725295577255,0.004589345807679663
2007-08-06,1.37960,1.38380,1.37800,1.37930,1.3793,0.0014521164597400826,0.004574357362866753
2007-08-07,1.37920,1.38150,1.37350,1.37360,1.3736,-0.004132530993982475,0.00338131489935569
2007-08-08,1.37380,1.38260,1.37210,1.37970,1.3797,0.004440885264997085,0.0033504040328558734
2007-08-09,1.37970,1.38160,1.36550,1.36770,1.3677,-0.008697542944118286,0.004997825816323457
2007-08-10,1.36780,1.37040,1.36430,1.36920,1.3692,0.001096731739416601,0.0049831393531952406
2007-08-13,1.36890,1.37090,1.36040,1.36120,1.3612,-0.005842827928717487,0.0053339871100792895
2007-08-14,1.36090,1.36250,1.35310,1.35330,1.3533,-0.005803702615339468,0.004828650827376409
2007-08-15,1.35330,1.35390,1.34390,1.34410,1.3441,-0.0067981969999260095,0.0047091662515453435
2007-08-16,1.34400,1.34460,1.33700,1.34270,1.3427,-0.0010415891674726563,0.0048032786238809185
2007-08-17,1.34270,1.35450,1.33710,1.34750,1.3475,0.0035748864228792865,0.004578515188191083
2007-08-20,1.34750,1.35060,1.34600,1.34730,1.3473,-0.0001484230055658342,0.0040237141750951175
2007-08-21,1.34760,1.35180,1.34570,1.34650,1.3465,-0.0005937801528983488,0.0038439543201457143
2007-08-22,1.34660,1.35490,1.34500,1.35430,1.3543,0.005792796138135881,0.0045478393439919215
2007-08-23,1.35490,1.35880,1.35350,1.35640,1.3564,0.0015506165546776973,0.003992408276728959
2007-08-24,1.35660,1.36790,1.35530,1.36740,1.3674,0.008109702152757192,0.0034996928739308114
2007-08-27,1.36720,1.36790,1.36350,1.36410,1.3641,-0.0024133391838524476,0.003757571989445277
2007-08-28,1.36400,1.36790,1.35990,1.36000,1.36,-0.003005644747452574,0.004175855280426743
2007-08-29,1.36000,1.36800,1.35630,1.36740,1.3674,0.0054411764705881716,0.0043762260872456694
2007-08-30,1.36730,1.36760,1.35930,1.36310,1.3631,-0.0031446540880503138,0.004732173726521135
2007-08-31,1.36310,1.37190,1.36200,1.36280,1.3628,-0.0002200865673831487,0.0044134537440888195
2007-09-03,1.36290,1.36540,1.36030,1.36220,1.3622,-0.00044027003228641615,0.004428851264637922
