DATE,1. open,2. high,3. low,4. close,close_FX_EURUSD_daily_volatility,returns,volatility
2020-09-11,1.18202,1.18742,1.18170,1.18453,1.18453,0.0021743544620800304,0.0025687377460028196
2020-09-14,1.18350,1.18880,1.18310,1.18650,1.1865,0.0016631068862755782,0.0026324660761392047
2020-09-15,1.18649,1.19005,1.18380,1.18470,1.1847,-0.001517067003792727,0.002706816337419196
2020-09-16,1.18470,1.18826,1.17860,1.18152,1.18152,-0.002684223854140466,0.0028106091170434708
2020-09-17,1.18122,1.18524,1.17360,1.18422,1.18422,0.0022851919561244216,0.0022190515162867847
2020-09-18,1.18436,1.18705,1.18250,1.18390,1.1839,-0.00027022006046184543,0.0019274557130052276
2020-09-21,1.18411,1.18719,1.17300,1.17690,1.1769,-0.0059126615423599205,0.0030182946581742386
2020-09-22,1.17667,1.17725,1.16900,1.17057,1.17057,-0.005378536834055536,0.0032019727931185435
2020-09-23,1.17041,1.17190,1.16480,1.16588,1.16588,-0.0040065950776118076,0.002917536121326331
2020-09-24,1.16585,1.16870,1.16250,1.16680,1.1668,0.0007891035097951082,0.0031663307808512064
2020-09-25,1.16692,1.16851,1.16110,1.16300,1.163,-0.0032567706547823594,0.003189192439865467
2020-09-28,1.16265,1.16800,1.16130,1.16618,1.16618,0.0027343078245916086,0.003298289875656597
2020-09-29,1.16630,1.17455,1.16600,1.17390,1.1739,0.006619904302937796,0.004696857573694522
2020-09-30,1.17388,1.17550,1.16830,1.17223,1.17223,-0.0014226083993524874,0.004229608925654036
2020-10-01,1.17234,1.17696,1.17150,1.17432,1.17432,0.001782926558780984,0.0037032497505666076
2020-10-02,1.17444,1.17480,1.16940,1.17160,1.1716,-0.0023162340758907662,0.0034064492525322696
2020-10-05,1.17116,1.17975,1.17077,1.17806,1.17806,0.0055138272447936565,0.00386346182184248
2020-10-06,1.17809,1.18077,1.17290,1.17320,1.1732,-0.0041254265487327135,0.004046792037570844
2020-10-07,1.17335,1.17820,1.17230,1.17628,1.17628,0.002625298329355541,0.004040356335632647
2020-10-08,1.17625,1.17818,1.17310,1.17574,1.17574,-0.000459074370047885,0.0032844795001867187
2020-10-09,1.17580,1.18310,1.17557,1.18260,1.1826,0.0058346233010699855,0.0037838916855012983
2020-10-12,1.18137,1.18268,1.17850,1.18140,1.1814,-0.0010147133434805777,0.0038669217243514574
2020-10-13,1.18127,1.18154,1.17280,1.17440,1.1744,-0.005925173522938754,0.00454326381177311
2020-10-14,1.17428,1.17710,1.17184,1.17470,1.1747,0.00025544959128054323,0.003942086333084155
2020-10-15,1.17472,1.17578,1.16870,1.17090,1.1709,-0.003234868477058006,0.003814160881528974
2020-10-16,1.17083,1.17462,1.16920,1.17158,1.17158,0.0005807498505423503,0.0036289155795232483
2020-10-19,1.17177,1.17938,1.17010,1.17666,1.17666,0.004336024855323473,0.00407736133894329
2020-10-20,1.17670,1.18408,1.17580,1.18221,1.18221,0.00471674060476257,0.0038306071939535674
2020-10-21,1.18226,1.18807,1.18206,1.18579,1.18579,0.003028226795577682,0.003961836589328461
2020-10-22,1.18578,1.18669,1.18100,1.18196,1.18196,-0.0032299142343922282,0.0033058156174679315
2020-10-23,1.18197,1.18650,1.17850,1.18590,1.1859,0.003333446140309393,0.003405614141028484
2020-10-26,1.18554,1.18597,1.18010,1.18090,1.1809,-0.004216207100092628,0.0036385862141364296
2020-10-27,1.18093,1.18388,1.17810,1.17871,1.17871,-0.0018545177407063296,0.0038218443794380223
2020-10-28,1.17867,1.17880,1.17160,1.17460,1.1746,-0.0034868627567423705,0.0037841462176741313
2020-10-29,1.17452,1.17588,1.16480,1.16741,1.16741,-0.00612123276008858,0.0036301488741657256
2020-10-30,1.16737,1.17043,1.16380,1.16459,1.16459,-0.002415603772453534,0.0029434618314843892
2020-11-02,1.16474,1.16560,1.16210,1.16402,1.16402,-0.0004894426364643323,0.0030222743246224007
2020-11-03,1.16404,1.17398,1.16318,1.17133,1.17133,0.006279960825415376,0.003973440123330929
2020-11-04,1.17115,1.17710,1.16020,1.16721,1.16721,-0.0035173691444767563,0.003909641292608534
2020-11-05,1.17241,1.18598,1.17090,1.18267,1.18267,0.013245260064598474,0.006845976824575483
2020-11-06,1.18268,1.18910,1.17940,1.18716,1.18716,0.0037964943729018596,0.006690901992190479
2020-11-09,1.18881,1.19200,1.17940,1.18126,1.18126,-0.004969843997439272,0.006482075915410302
2020-11-10,1.18125,1.18433,1.17780,1.18136,1.18136,8.465536799695528e-05,0.006283058022427453
2020-11-11,1.18119,1.18327,1.18090,1.18236,1.18236,0.0008464820207219059,0.0062125573415923886
2020-11-12,1.17763,1.18232,1.17570,1.18039,1.18039,-0.001666159207009743,0.006078463622423285
2020-11-13,1.18041,1.18375,1.17970,1.18350,1.1835,0.0026347224222502685,0.005731559136919215
2020-11-16,1.18394,1.18690,1.18120,1.18498,1.18498,0.00125052809463444,0.0029028662130170992
2020-11-17,1.18498,1.18940,1.18420,1.18612,1.18612,0.0009620415534441484,0.0025008391623164957
2020-11-18,1.18615,1.18911,1.18470,1.18525,1.18525,-0.0007334839645231073,0.0014046354821667414
2020-11-19,1.18522,1.18826,1.18140,1.18743,1.18743,0.0018392744146804585,0.0014764881800575834
2020-11-20,1.18726,1.18908,1.18480,1.18544,1.18544,-0.0016758882628870042,0.0017302598375154533
2020-11-23,1.18521,1.19061,1.17990,1.18392,1.18392,-0.0012822243217708307,0.0016594843612510823
2020-11-24,1.18400,1.18963,1.18340,1.18898,1.18898,0.004273937428204366,0.00208412901544659
2020-11-25,1.18889,1.19297,1.18800,1.19151,1.19151,0.0021278743124359956,0.0021507353780967336
2020-11-26,1.19157,1.19409,1.18840,1.19121,1.19121,-0.0002517813530729107,0.002182994888995988
2020-11-27,1.19123,1.19641,1.19057,1.19620,1.1962,0.00418901788937287,0.002452776500878145
2020-11-30,1.19608,1.20033,1.19220,1.19245,1.19245,-0.0031349272696872266,0.0029470497145645366
2020-12-01,1.19243,1.20767,1.19230,1.20685,1.20685,0.012075978028428747,0.005023809703292956
2020-12-02,1.20686,1.21185,1.20380,1.21132,1.21132,0.0037038571487757466,0.004731370353101595
2020-12-03,1.21134,1.21746,1.20990,1.21430,1.2143,0.0024601261433807586,0.004717730767289122
2020-12-04,1.21454,1.21775,1.21090,1.21202,1.21202,-0.0018776249691179192,0.005074039134497813
2020-12-07,1.21300,1.21663,1.20770,1.21078,1.21078,-0.0010230854276332968,0.0051503426923490405
2020-12-08,1.21067,1.21340,1.20940,1.21010,1.2101,-0.0005616214341168657,0.0051792976631907794
2020-12-09,1.21004,1.21475,1.20986,1.21330,1.2133,0.0026444095529296607,0.004727921673641563
2020-12-10,1.20791,1.21590,1.20730,1.21355,1.21355,0.00020604961674752786,0.002132683367000972
2020-12-11,1.21360,1.21630,1.21030,1.21121,1.21121,-0.001928227102303115,0.0019014171468011126
2020-12-14,1.21345,1.21768,1.21140,1.21431,1.21431,0.00255942404702747,0.0019231750719426555
2020-12-15,1.21420,1.21689,1.21200,1.21505,1.21505,0.0006093995767142424,0.0017387812796675086
2020-12-16,1.21501,1.22123,1.21240,1.21980,1.2198,0.00390930414386248,0.0020562319639089574
2020-12-17,1.21968,1.22728,1.21890,1.22659,1.22659,0.005566486309231067,0.0025049843095213465
2020-12-18,1.22680,1.22718,1.22240,1.22550,1.2255,-0.0008886424966778605,0.0026881907706296612
2020-12-21,1.22196,1.22531,1.21280,1.22430,1.2243,-0.0009791921664626946,0.0028128201232252154
2020-12-22,1.22432,1.22571,1.21500,1.21610,1.2161,-0.006697704810912364,0.00402950001075661
2020-12-23,1.21603,1.22210,1.21520,1.21852,1.21852,0.0019899679302690654,0.003988481117440325
2020-12-24,1.21845,1.22157,1.21760,1.21844,1.21844,-6.565341561903804e-05,0.003993591551840324
2020-12-25,1.21836,1.22050,1.21610,1.21832,1.21832,-9.848658940936339e-05,0.003682636463032003
2020-12-28,1.21832,1.22504,1.21794,1.22160,1.2216,0.0026922319259308214,0.0030410948918893855
2020-12-29,1.22140,1.22753,1.22057,1.22475,1.22475,0.002578585461689542,0.003256817624760012
2020-12-30,1.22476,1.23101,1.22435,1.22960,1.2296,0.003959991835068344,0.0035519397478530556
2020-12-31,1.22949,1.23093,1.22070,1.22138,1.22138,-0.006685100845803649,0.00354761092450125
2021-01-01,1.22150,1.22150,1.22138,1.22138,1.22138,0.0,0.0034993586915706538
2021-01-04,1.22386,1.23098,1.22290,1.22461,1.22461,0.0026445496078206787,0.00359557443044306
2021-01-05,1.22469,1.23057,1.22428,1.22957,1.22957,0.00405026906525352,0.0037742428612948385
2021-01-06,1.22960,1.23495,1.22640,1.23242,1.23242,0.0023178834877233268,0.0037541586471558485
2021-01-07,1.23250,1.23445,1.22430,1.22688,1.22688,-0.004495220785121989,0.004260107234185227
2021-01-08,1.22705,1.22848,1.21930,1.21970,1.2197,-0.005852243088158571,0.00444838781178145
2021-01-11,1.22160,1.22284,1.21310,1.21495,1.21495,-0.003894400262359654,0.003968347965905381
2021-01-12,1.21505,1.22097,1.21350,1.22052,1.22052,0.004584550804559884,0.0044600404339738995
2021-01-13,1.22057,1.22229,1.21380,1.21565,1.21565,-0.003990102579228605,0.00448643757430022
2021-01-14,1.21566,1.21788,1.21100,1.21515,1.21515,-0.00041130259531929614,0.0039245049093739265
2021-01-15,1.21540,1.21625,1.20720,1.20749,1.20749,-0.006303748508414642,0.0038130190597410424
2021-01-18,1.20823,1.20869,1.20520,1.20745,1.20745,-3.312656833598382e-05,0.003876085478509251
2021-01-19,1.20744,1.21450,1.20720,1.21280,1.2128,0.004430825292973006,0.004225663132596568
2021-01-20,1.21284,1.21582,1.20750,1.21044,1.21044,-0.0019459102902376069,0.0040485065379423394
2021-01-21,1.21057,1.21732,1.21010,1.21595,1.21595,0.00455206371236927,0.00404168702984122
2021-01-22,1.21593,1.21896,1.21500,1.21702,1.21702,0.0008799703935193914,0.0037555908845781
2021-01-25,1.21672,1.21833,1.21140,1.21385,1.21385,-0.002604723011947141,0.003900584350680799
2021-01-26,1.21368,1.21760,1.21060,1.21593,1.21593,0.0017135560406968953,0.0028181272259150915
2021-01-27,1.21599,1.21698,1.20570,1.21075,1.21075,-0.004260113657858611,0.0034566634456326363
2021-01-28,1.21073,1.21424,1.20790,1.21201,1.21201,0.0010406772661573083,0.0030049659439056633
2021-01-29,1.21200,1.21560,1.20920,1.21362,1.21362,0.0013283718781196274,0.0029214600447391376
2021-02-01,1.21285,1.21365,1.20530,1.20590,1.2059,-0.006361134457243622,0.003219745590499071
2021-02-02,1.20590,1.20878,1.20100,1.20420,1.2042,-0.0014097354672858442,0.0030891931063598372
2021-02-03,1.20432,1.20502,1.20020,1.20348,1.20348,-0.0005979073243645994,0.0030634174744141288
2021-02-04,1.20351,1.20430,1.19560,1.19620,1.1962,-0.006049124206468082,0.0032248888955897646
2021-02-05,1.19618,1.20500,1.19510,1.20430,1.2043,0.006771442902524738,0.0045482978696752534
2021-02-08,1.20375,1.20660,1.20180,1.20458,1.20458,0.000232500207589581,0.00450520488702361
2021-02-09,1.20478,1.21220,1.20430,1.21170,1.2117,0.00591077387969241,0.005162714578254515
2021-02-10,1.21168,1.21441,1.21070,1.21176,1.21176,4.951720722945474e-05,0.004403454780374435
2021-02-11,1.21171,1.21495,1.21110,1.21295,1.21295,0.0009820426487092693,0.004304042994098418
2021-02-12,1.21279,1.21350,1.20800,1.21177,1.21177,-0.0009728348241889728,0.0043301166319421065
2021-02-15,1.21239,1.21452,1.21150,1.21268,1.21268,0.0007509675928600856,0.003066280981840667
2021-02-16,1.21274,1.21695,1.20930,1.21061,1.21061,-0.0017069630900155008,0.0024647764982531017
2021-02-17,1.21058,1.21090,1.20210,1.20372,1.20372,-0.005691345685233107,0.0034797980689183754
2021-02-18,1.20360,1.20946,1.20340,1.20891,1.20891,0.0043116339348021615,0.0030449926525364804
2021-02-19,1.20888,1.21445,1.20800,1.21167,1.21167,0.0022830483658833334,0.00320369926021158
2021-02-22,1.21148,1.21695,1.20890,1.21551,1.21551,0.0031691797271535815,0.003415777401528889
2021-02-23,1.21526,1.21801,1.21330,1.21486,1.21486,-0.0005347549588239353,0.003392369737631921
2021-02-24,1.21496,1.21747,1.21070,1.21664,1.21664,0.0014651894045403235,0.003416434427151714
2021-02-25,1.21641,1.22432,1.21540,1.21740,1.2174,0.0006246712256707809,0.003279640876146799
2021-02-26,1.21718,1.21841,1.20600,1.20704,1.20704,-0.008509939214719986,0.0042418742943593785
2021-03-01,1.20718,1.21012,1.20260,1.20492,1.20492,-0.0017563626723222647,0.003917175314194378
2021-03-02,1.20484,1.20945,1.19900,1.20900,1.209,0.003386116920625515,0.004065553141541696
2021-03-03,1.20893,1.21133,1.20410,1.20634,1.20634,-0.0022001654259720116,0.003797882015355891
2021-03-04,1.20624,1.20666,1.19600,1.19688,1.19688,-0.007841901951357033,0.004553648028192758
2021-03-05,1.19679,1.19777,1.18920,1.19079,1.19079,-0.00508822939643061,0.004363675484131239
2021-03-08,1.19170,1.19324,1.18420,1.18460,1.1846,-0.0051982297466387495,0.004091828197163048
2021-03-09,1.18462,1.19158,1.18340,1.18995,1.18995,0.004516292419382006,0.004572757072489829
2021-03-10,1.18992,1.19300,1.18670,1.19287,1.19287,0.002453884617000801,0.004880668855071436
2021-03-11,1.19287,1.19900,1.19140,1.19839,1.19839,0.00462749503298765,0.0051021285382504755
2021-03-12,1.19846,1.19885,1.19080,1.19516,1.19516,-0.0026952828378074,0.005120937577902492
2021-03-15,1.19489,1.19675,1.19160,1.19270,1.1927,-0.0020583018173297996,0.004292476711019383
2021-03-16,1.19276,1.19519,1.18810,1.19008,1.19008,-0.0021966965708057895,0.00389737166278721
2021-03-17,1.19011,1.19857,1.18840,1.19800,1.198,0.00665501478892172,0.003877258796907582
2021-03-18,1.19796,1.19889,1.19040,1.19124,1.19124,-0.0056427378964940544,0.004466632706621776
2021-03-19,1.19118,1.19372,1.18720,1.19040,1.1904,-0.0007051475773145466,0.004354822567915408
2021-03-22,1.18798,1.19470,1.18730,1.19325,1.19325,0.0023941532258064946,0.004002216176722255
2021-03-23,1.19344,1.19409,1.18400,1.18490,1.1849,-0.006997695369788226,0.004653709565062783
2021-03-24,1.18486,1.18520,1.18080,1.18117,1.18117,-0.003147944974259409,0.004704308806978722
2021-03-25,1.18123,1.18278,1.17600,1.17680,1.1768,-0.0036997214626175445,0.004781608030620598
2021-03-26,1.17676,1.18053,1.17660,1.17928,1.17928,0.00210740992522096,0.003649213223046396
2021-03-29,1.17890,1.17939,1.17590,1.17656,1.17656,-0.0023064920968727254,0.003335351050460136
2021-03-30,1.17661,1.17740,1.17100,1.17179,1.17179,-0.00405419188141698,0.0033975921127479465
2021-03-31,1.17162,1.17598,1.17020,1.17266,1.17266,0.0007424538526528135,0.003062683029448642
2021-04-01,1.17260,1.17800,1.17110,1.17740,1.1774,0.004042092337079861,0.0031881355760429346
2021-04-02,1.17737,1.17867,1.17470,1.17610,1.1761,-0.0011041277390861914,0.003038269638546346
2021-04-05,1.17540,1.18195,1.17360,1.18123,1.18123,0.004361873990307075,0.0031958669579073727
2021-04-06,1.18134,1.18776,1.17940,1.18700,1.187,0.004884738789228127,0.003572867245827334
2021-04-07,1.18706,1.19148,1.18590,1.18680,1.1868,-0.00016849199663016012,0.003332583063268769
2021-04-08,1.18680,1.19275,1.18590,1.19142,1.19142,0.0038928210313446954,0.0024687454170709898
2021-04-09,1.19150,1.19201,1.18660,1.19008,1.19008,-0.0011247083312349027,0.0027588341600991496
2021-04-12,1.18963,1.19192,1.18690,1.19107,1.19107,0.0008318768486152983,0.002649164149480617
2021-04-13,1.19118,1.19559,1.18766,1.19493,1.19493,0.0032407834971914795,0.0023919006121695657
2021-04-14,1.19488,1.19874,1.19470,1.19781,1.19781,0.002410183023273227,0.002215205064442558
2021-04-15,1.19789,1.19933,1.19540,1.19654,1.19654,-0.0010602683230229726,0.00205676125625369
2021-04-16,1.19655,1.19948,1.19490,1.19823,1.19823,0.0014124057699700376,0.0019734724740593118
2021-04-19,1.19752,1.20480,1.19410,1.20370,1.2037,0.004565066806873519,0.0021269819583677693
2021-04-20,1.20367,1.20798,1.20210,1.20330,1.2033,-0.00033230871479605906,0.001982159532604966
2021-04-21,1.20339,1.20437,1.19970,1.20348,1.20348,0.00014958863126413036,0.002041042751077858
2021-04-22,1.20354,1.20697,1.19920,1.20156,1.20156,-0.0015953734170905953,0.0021620461361045564
2021-04-23,1.20162,1.21000,1.20110,1.20965,1.20965,0.0067329138786242915,0.0031103760586464026
2021-04-26,1.20941,1.21170,1.20590,1.20848,1.20848,-0.0009672219236968038,0.0030982334540601677
2021-04-27,1.20846,1.20930,1.20550,1.20894,1.20894,0.00038064345293253865,0.0031232947889884947
2021-04-28,1.20887,1.21347,1.20540,1.21241,1.21241,0.002870283057885503,0.0028822417875253963
2021-04-29,1.21248,1.21500,1.21000,1.21210,1.2121,-0.00025568908207618257,0.0028763273634409407
2021-04-30,1.21217,1.21266,1.20150,1.20190,1.2019,-0.008415147265077083,0.004616154427878422
2021-05-03,1.20257,1.20762,1.20110,1.20630,1.2063,0.003660870288709539,0.00477213771330854
2021-05-04,1.20626,1.20637,1.19970,1.20100,1.201,-0.0043936002652739115,0.004196485267526524
2021-05-05,1.20110,1.20267,1.19840,1.20060,1.2006,-0.00033305578684439396,0.004204579590307928
2021-05-06,1.20057,1.20719,1.19910,1.20620,1.2062,0.0046643344994170555,0.004708123354427236
2021-05-07,1.20621,1.21715,1.20510,1.21625,1.21625,0.00833195158348543,0.005676798085610576
2021-05-10,1.21678,1.21782,1.21257,1.21317,1.21317,-0.002532374100719381,0.005789122572190538
2021-05-11,1.21308,1.21817,1.21210,1.21480,1.2148,0.0013435874609495357,0.004391824080845003
2021-05-12,1.21486,1.21522,1.20640,1.20693,1.20693,-0.006478432663812983,0.005175720174071754
2021-05-13,1.20702,1.21061,1.20500,1.20820,1.2082,0.0010522565517467886,0.004784661339878648
2021-05-14,1.20823,1.21477,1.20690,1.21451,1.21451,0.0052226452574077875,0.005008541438537628
2021-05-17,1.21404,1.21690,1.21240,1.21537,1.21537,0.0007081045030505884,0.004832854868175599
2021-05-18,1.21521,1.22341,1.21486,1.22240,1.2224,0.005784246772587709,0.004258612101176059
2021-05-19,1.22245,1.22454,1.21580,1.21767,1.21767,-0.00386943717277477,0.004454720367836206
2021-05-20,1.21767,1.22301,1.21670,1.22288,1.22288,0.004278663348854739,0.0046758718545077725
2021-05-21,1.22293,1.22399,1.21590,1.21780,1.2178,-0.004154127960225074,0.004107909008495546
2021-05-24,1.21761,1.22300,1.21710,1.22160,1.2216,0.0031203810149449396,0.0041620662131906785
2021-05-25,1.22158,1.22664,1.22100,1.22489,1.22489,0.00269318925998685,0.003894763592099159
2021-05-26,1.22488,1.22630,1.21800,1.21927,1.21927,-0.004588167100719187,0.0044816749653292
2021-05-27,1.21929,1.22151,1.21730,1.21936,1.21936,7.381465959133138e-05,0.0038237977149036977
2021-05-28,1.21938,1.22050,1.21310,1.21890,1.2189,-0.0003772470804355166,0.0035022938424367415
2021-05-31,1.21959,1.22313,1.21820,1.22260,1.2226,0.0030355238329640155,0.0032826500448189084
2021-06-01,1.22259,1.22544,1.22095,1.22136,1.22136,-0.0010142319646654352,0.0028045979115284385
2021-06-02,1.22137,1.22265,1.21620,1.22101,1.22101,-0.00028656579550667693,0.0025412197318598357
2021-06-03,1.22108,1.22142,1.21160,1.21260,1.2126,-0.0068877404771460204,0.003280033906669918
2021-06-04,1.21260,1.21858,1.21020,1.21640,1.2164,0.0031337621639453417,0.0033407507802868846
2021-06-07,1.21624,1.22018,1.21430,1.21904,1.21904,0.0021703387043734423,0.0034744784754822764
2021-06-08,1.21905,1.21942,1.21620,1.21720,1.2172,-0.0015093844336525608,0.0035192724008858167
2021-06-09,1.21727,1.22180,1.21690,1.21780,1.2178,0.000492934604009232,0.003251409200895389
2021-06-10,1.21784,1.21947,1.21420,1.21730,1.2173,-0.00041057644933484294,0.0032452688098042726
2021-06-11,1.21728,1.21930,1.20910,1.21080,1.2108,-0.0053396861907499815,0.0037240805281708025
2021-06-14,1.21091,1.21305,1.20920,1.21182,1.21182,0.0008424182358768295,0.002780515625456723
2021-06-15,1.21189,1.21473,1.20990,1.21280,1.2128,0.0008087009621893237,0.0024507436140223113
2021-06-16,1.21281,1.21350,1.19890,1.19940,1.1994,-0.011048812664907759,0.004421823052881563
2021-06-17,1.19934,1.20063,1.18900,1.19050,1.1905,-0.007420376855094335,0.004792496288595739
2021-06-18,1.19058,1.19250,1.18460,1.18592,1.18592,-0.0038471230575386484,0.004514804650671093
2021-06-21,1.18632,1.19214,1.18460,1.19184,1.19184,0.004991905018888243,0.005532566741620623
2021-06-22,1.19184,1.19527,1.18790,1.19389,1.19389,0.0017200295341655014,0.00567694967142077
2021-06-23,1.19399,1.19701,1.19100,1.19273,1.19273,-0.0009716138002662245,0.005566251074447245
2021-06-24,1.19272,1.19563,1.19160,1.19303,1.19303,0.0002515238151132859,0.005518963880564923
2021-06-25,1.19300,1.19753,1.19240,1.19330,1.1933,0.0002263145101129016,0.003982382419379269
2021-06-28,1.19352,1.19445,1.19000,1.19246,1.19246,-0.0007039302773820255,0.0027029296552324627
2021-06-29,1.19258,1.19300,1.18760,1.18982,1.18982,-0.0022139107391442314,0.0023372718280626086
2021-06-30,1.18972,1.19090,1.18430,1.18570,1.1857,-0.003462708645005197,0.0017131372458769653
2021-07-01,1.18564,1.18842,1.18360,1.18480,1.1848,-0.0007590452897021649,0.00133528312978624
2021-07-02,1.18490,1.18743,1.18060,1.18620,1.1862,0.0011816340310599749,0.001590802307279685
2021-07-05,1.18666,1.18806,1.18500,1.18615,1.18615,-4.215140785690519e-05,0.0015625983640681618
2021-07-06,1.18619,1.18952,1.18050,1.18207,1.18207,-0.003439699869325241,0.001754184647431876
2021-07-07,1.18210,1.18364,1.17800,1.17930,1.1793,-0.00234334684071158,0.0017631946054368908
2021-07-08,1.17928,1.18678,1.17820,1.18444,1.18444,0.004358517764775582,0.002810172486194586
2021-07-09,1.18435,1.18812,1.18230,1.18746,1.18746,0.002549728141568952,0.002722466315045558
2021-07-12,1.18754,1.18802,1.18340,1.18598,1.18598,-0.0012463577720511765,0.0027575322052197752
2021-07-13,1.18615,1.18751,1.17700,1.17760,1.1776,-0.007065886439906244,0.003804309807131201
2021-07-14,1.17778,1.18388,1.17700,1.18346,1.18346,0.004976222826087007,0.004441570761550757
2021-07-15,1.18349,1.18506,1.17940,1.18117,1.18117,-0.0019350041404018192,0.0042993221942424185
2021-07-16,1.18120,1.18224,1.17900,1.18050,1.1805,-0.0005672341830557093,0.004196093141501404
2021-07-19,1.18073,1.18245,1.17620,1.17975,1.17975,-0.0006353240152477957,0.003764177155721171
2021-07-20,1.17957,1.18025,1.17540,1.17805,1.17805,-0.001440983259165085,0.0035080952364719502
2021-07-21,1.17802,1.18050,1.17500,1.17948,1.17948,0.001213870379016102,0.003616147073325993
2021-07-22,1.17956,1.18305,1.17560,1.17678,1.17678,-0.002289144368704976,0.0025151849103335682
2021-07-23,1.17683,1.17865,1.17530,1.17680,1.1768,1.6995530175645257e-05,0.0012056053028470341
2021-07-26,1.17715,1.18173,1.17610,1.18010,1.1801,0.0028042148198503813,0.0016962850362286681
2021-07-27,1.18005,1.18412,1.17680,1.18163,1.18163,0.0012965002965850125,0.0017609283302833817
2021-07-28,1.18169,1.18496,1.17718,1.18434,1.18434,0.002293442109628119,0.0018897805129289152
2021-07-29,1.18435,1.18930,1.18390,1.18857,1.18857,0.003571609504027462,0.0019553342903291435
2021-07-30,1.18859,1.19087,1.18500,1.18684,1.18684,-0.0014555305955896713,0.002212115891614377
2021-08-02,1.18635,1.18970,1.18570,1.18689,1.18689,4.2128677833597195e-05,0.0017884292707942356
2021-08-03,1.18708,1.18934,1.18520,1.18620,1.1862,-0.0005813512625433281,0.0018682610423825772
2021-08-04,1.18624,1.18997,1.18310,1.18350,1.1835,-0.0022761760242790974,0.002087374887566741
2021-08-05,1.18357,1.18573,1.18260,1.18332,1.18332,-0.0001520912547529063,0.002056762374772764
2021-08-06,1.18335,1.18354,1.17530,1.17610,1.1761,-0.006101477199743077,0.002908056268281477
2021-08-09,1.17589,1.17690,1.17321,1.17380,1.1738,-0.001955616019045925,0.0021001753108753915
2021-08-10,1.17382,1.17430,1.17080,1.17200,1.172,-0.0015334810018742262,0.0020983562312694632
2021-08-11,1.17194,1.17541,1.17040,1.17404,1.17404,0.0017406143344709246,0.0024196636260182523
2021-08-12,1.17399,1.17483,1.17220,1.17310,1.1731,-0.0008006541514768983,0.0024063942770954456
2021-08-13,1.17309,1.18048,1.17287,1.17936,1.17936,0.005336288466456285,0.00350849767826194
